App,Rating,Reviews,Size,Installs (more than),Type,Price,Content Rating,Genres,Last Updated,Android Ver
Hungry Shark World,4.5,1243017,27.0,50000000,Free,0.0,Teen,Action,2018-07-18,4.2 and up
BQ-መጽሐፍ ቅዱሳዊ ጥያቄዎች,4.7,191,7.2,5000,Free,0.0,Everyone,Trivia,2018-07-31,4.1 and up
Carros Rebaixados BR,4.3,20691,89.0,1000000,Free,0.0,Everyone,Racing,2018-07-31,4.4 and up
Texas HoldEm Poker Deluxe (BR),4.5,1418,26.0,10000,Free,0.0,Teen,Casino,2018-05-30,4.0.3 and up
Brick Breaker BR,5.0,7,19.0,5,Free,0.0,Everyone,Arcade,2018-07-23,4.1 and up
Black Commando | Special Ops | FPS Shooting,4.1,1167,72.0,100000,Free,0.0,Teen,Action,2018-05-03,4.1 and up
True Skateboarding Ride Skateboard Game Freestyle,3.8,8175,31.0,1000000,Free,0.0,Everyone 10+,Arcade,2018-01-03,4.1 and up
Bullshit! (Free),2.4,45,4.1,10000,Free,0.0,Teen,Card,2016-08-26,4.1 and up
Bullshite!,2.8,48,13.0,10000,Free,0.0,Teen,Card,2016-04-10,4.1 and up
Block Strike,4.5,947515,60.0,10000000,Free,0.0,Teen,Action,2018-07-25,4.1 and up
BombSquad Remote,4.1,13304,1.3,1000000,Free,0.0,Everyone,Arcade,2016-11-30,4.0 and up
BS Tractor,4.286326344576117,3,36.0,100,Free,0.0,Everyone,Racing,2017-12-06,4.1 and up
BS Chopper,4.286326344576117,0,41.0,100,Free,0.0,Everyone,Racing,2017-10-05,4.1 and up
B@dL!bs Lite,3.8,10,36.0,1000,Free,0.0,Mature 17+,Word,2016-04-05,4.0.3 and up
kick the buddy,3.3,294,19.0,10000,Free,0.0,Everyone,Arcade,2018-07-19,3.0 and up
Bu Hangi Ünlü?,4.286326344576117,1,19.0,10,Free,0.0,Everyone,Trivia,2018-06-09,4.0.3 and up
Bu Nedir ?,4.286326344576117,0,33.0,50,Free,0.0,Everyone,Trivia,2018-04-15,4.0.3 and up
BU HANGİ ŞARKI ? - 2018,4.286326344576117,4,28.0,100,Free,0.0,Everyone,Trivia,2018-06-02,4.0.3 and up
Bu Hangi Oyun ?,4.286326344576117,2,26.0,50,Free,0.0,Everyone,Word,2018-03-11,4.0.3 and up
Bu Hangi Youtuber ?,4.286326344576117,31,26.0,1000,Free,0.0,Everyone,Trivia,2017-08-31,4.0.3 and up
Nedir Bu ?,4.286326344576117,0,33.0,10,Free,0.0,Everyone,Trivia,2018-03-18,4.0.3 and up
Kick the Buddy,4.3,1004709,,50000000,Free,0.0,Teen,Action,2018-07-05,4.4 and up
Bu Hangi Dizi ?,4.286326344576117,14,19.0,1000,Free,0.0,Everyone,Trivia,2018-05-04,4.0.3 and up
Smashy Road: Arena,4.3,45558,53.0,5000000,Free,0.0,Everyone 10+,Action,2018-05-24,4.1 and up
BW-Go,4.8,265,1.3,1000,Paid,3.49,Everyone,Board,2015-06-18,2.3 and up
BW-Go Free,4.6,547,1.3,10000,Free,0.0,Everyone,Board,2015-06-18,2.3 and up
BW-Joseki,4.7,705,1.8,10000,Free,0.0,Everyone,Board,2015-07-28,4.0.3 and up
BW-DGS plugin,4.5,70,0.6748046875,1000,Free,0.0,Everyone,Board,2018-05-13,4.0 and up
BW-GnuGo,4.1,64,1.3,5000,Free,0.0,Everyone,Board,2013-06-02,2.2 and up
BW Switch,4.286326344576117,1,13.0,10,Free,0.0,Everyone,Arcade,2018-04-16,4.1 and up
C3-C4-PİCASSO-ELYSEE RACİNG,4.286326344576117,12,48.0,1000,Free,0.0,Everyone,Arcade,2017-02-12,4.0 and up
Driving Cars Simulator Citroen,4.286326344576117,3,49.0,100,Free,0.0,Everyone,Racing,2018-04-05,4.4 and up
RC Monster Truck - Offroad Driving Simulator,4.0,38448,27.0,5000000,Free,0.0,Everyone,Racing,2018-06-16,4.1 and up
Super Jabber Jump,4.3,85882,23.0,10000000,Free,0.0,Everyone,Arcade,2017-11-07,2.3 and up
Commando Adventure Assassin,4.0,51067,48.0,5000000,Free,0.0,Teen,Action,2018-05-29,4.1 and up
Roulette Advisor LITE,4.1,41,1.4,5000,Free,0.0,Everyone,Casino,2014-08-21,3.0 and up
Mini Motor Racing WRT,4.2,107497,,1000000,Free,0.0,Everyone,Racing,2016-02-02,2.3.3 and up
BMX Boy Bike Stunt Rider Game,3.8,299,25.0,10000,Free,0.0,Everyone,Racing,2017-11-10,4.1 and up
World of Warriors: Duel,4.3,25952,36.0,500000,Free,0.0,Everyone 10+,Action,2015-09-07,2.3 and up
Driving Zone,4.2,51791,57.0,1000000,Free,0.0,Everyone,Racing,2018-06-06,4.1 and up
Color by Number – New Coloring Book,4.7,142308,24.0,5000000,Free,0.0,Everyone 10+,Board,2018-08-01,4.1 and up
Car Race by Fun Games For Free,4.3,54221,47.0,1000000,Free,0.0,Everyone,Racing,2013-06-15,2.3 and up
Slot Machines by IGG,4.6,267229,24.0,10000000,Free,0.0,Teen,Casino,2018-05-28,2.3 and up
Bingo by IGG: Top Bingo+Slots!,4.7,183343,20.0,5000000,Free,0.0,Teen,Casino,2018-05-28,2.3 and up
Voxel - 3D Color by Number & Pixel Coloring Book,4.7,62561,53.0,1000000,Free,0.0,Everyone,Board,2018-07-31,4.1 and up
BZ Zombie VR,4.4,12,98.0,1000,Free,0.0,Mature 17+,Action,2018-02-07,4.4 and up
BZ Fingers,4.6,15,3.2,50,Free,0.0,Everyone,Arcade,2017-07-05,4.0.3 and up
Sniper Gun Shot 3D: Impossible Missions,4.6,20,34.0,100,Free,0.0,Mature 17+,Action,2018-05-04,4.0 and up
Elite Commando Shooting War,4.5,14,45.0,100,Free,0.0,Teen,Action,2018-06-29,4.0 and up
Animal Hunting: Sniper Shooting,4.286326344576117,0,48.0,50,Free,0.0,Teen,Action,2018-07-06,4.0 and up
Creative Destruction,4.4,201426,80.0,5000000,Free,0.0,Teen,Action,2018-08-02,4.0 and up
Sonic CD Classic,4.6,26138,15.0,1000000,Free,0.0,Everyone,Action,2018-02-14,4.2 and up
ARK: Survival Evolved,3.8,51523,36.0,500000,Free,0.0,Teen,Adventure,2018-08-02,7.0 and up
PAC-MAN CE DX,4.5,1692,36.0,10000,Paid,4.99,Everyone,Arcade,2018-04-23,4.0.3 and up
Grim Tales: The Wishes CE,4.3,4923,20.0,100000,Free,0.0,Everyone 10+,Adventure,2015-08-26,2.3.3 and up
CrossFire: Legends,4.3,144040,29.0,5000000,Free,0.0,Teen,Action,2018-07-25,4.0 and up
Special Forces Group 2,4.6,1432809,29.0,10000000,Free,0.0,Mature 17+,Action,2018-07-29,4.0 and up
Motocross Motorbike Simulator Offroad,3.6,51366,16.0,5000000,Free,0.0,Everyone,Racing,2017-06-14,2.3 and up
Sermon on Proverbs CH Spurgeon,4.8,35,3.1,10000,Free,0.0,Everyone,Trivia,2016-07-29,4.0 and up
Chicken Invaders 3,4.2,52390,20.0,5000000,Free,0.0,Everyone,Arcade,2018-05-04,2.3.3 and up
Trovami se ci riesci,5.0,11,6.1,10,Free,0.0,Everyone,Arcade,2017-03-11,2.3 and up
CJ: Strike Back,4.3,29330,6.9,1000000,Free,0.0,Everyone,Action,2012-08-17,2.0.1 and up
The Grand Wars: San Andreas,3.9,29990,96.0,1000000,Free,0.0,Teen,Action,2017-12-08,2.3 and up
Grand Theft Auto: San Andreas,4.4,348962,26.0,1000000,Paid,6.99,Mature 17+,Action,2015-03-21,3.0 and up
The Grand Way,3.9,1995,92.0,500000,Free,0.0,Teen,Action,2018-07-03,4.1 and up
San Andreas City : Auto Theft Car gangster,3.9,923,67.0,100000,Free,0.0,Teen,Action,2018-07-17,4.1 and up
Miami Crime Vice Town,4.1,154519,99.0,10000000,Free,0.0,Mature 17+,Action,2017-05-09,2.3 and up
CJ Poker Odds Calculator,4.1,207,0.11328125,50000,Free,0.0,Everyone,Card,2011-01-30,1.6 and up
Gangster City Auto Theft,4.3,350,67.0,50000,Free,0.0,Everyone,Action,2018-07-27,4.0.3 and up
China Town Auto Theft 2,4.1,364,67.0,50000,Free,0.0,Everyone 10+,Action,2018-05-23,4.0.3 and up
Grand Gangsters 3D,4.2,401643,,10000000,Free,0.0,Teen,Action,2018-07-18,Varies with device
Gang Wars of San Andreas,4.1,9898,63.0,1000000,Free,0.0,Mature 17+,Action,2018-02-15,4.0.3 and up
Sin City Hero : Crime Simulator of Vegas,4.1,3371,78.0,100000,Free,0.0,Teen,Action,2017-09-08,4.0.3 and up
Zombie Death Shooter,3.8,17372,45.0,1000000,Free,0.0,Mature 17+,Arcade,2015-08-08,2.3 and up
Project Grand Auto Town Sandbox Beta,3.7,7885,28.0,500000,Free,0.0,Mature 17+,Racing,2018-02-09,4.0 and up
F*ck This Game,4.6,8,6.3,100,Paid,0.99,Teen,Action,2015-07-18,2.3 and up
211:CK,5.0,8,38.0,10,Paid,0.99,Teen,Arcade,2018-04-11,4.1 and up
CONTRACT KILLER: ZOMBIES (NR),4.4,206602,13.0,5000000,Free,0.0,Mature 17+,Action,2013-07-01,2.1 and up
CKZ ORIGINS,4.5,219821,10.0,1000000,Free,0.0,Mature 17+,Action,2013-10-28,2.1 and up
211:CK Lite,4.3,3,39.0,10,Free,0.0,Mature 17+,Action,2017-09-22,4.1 and up
CONTRACT KILLER: ZOMBIES,4.4,144545,13.0,5000000,Free,0.0,Teen,Action,2011-12-01,2.1 and up
Can Knockdown 3,4.1,349503,19.0,10000000,Free,0.0,Everyone,Arcade,2015-08-26,4.0 and up
Sky Streaker - Gumball,4.3,37513,31.0,5000000,Free,0.0,Everyone,Arcade,2015-12-07,2.3 and up
Just A Regular Arcade,4.2,40847,94.0,1000000,Free,0.0,Everyone,Action,2016-01-08,2.3.3 and up
Dreamland Arcade - Steven Universe,4.0,6386,24.0,500000,Free,0.0,Everyone,Arcade,2017-11-19,5.1 and up
Adventure Time Run,4.3,24628,88.0,1000000,Free,0.0,Everyone,Action,2018-07-26,4.4 and up
Glitch Fixers: Powerpuff Girls,4.4,39698,51.0,5000000,Free,0.0,Everyone,Arcade,2016-12-01,4.1 and up
StirFry Stunts - We Bare Bears,4.5,121533,63.0,10000000,Free,0.0,Everyone,Arcade,2016-03-24,2.3.3 and up
Angelo Rules - Crazy day,3.9,108336,62.0,1000000,Free,0.0,Everyone,Adventure,2016-06-27,4.4 and up
Adventure Time Game Wizard,4.1,4107,40.0,50000,Paid,4.99,Everyone,Adventure,2015-07-16,4.1 and up
Best Park in the Universe,4.3,3904,5.5,10000,Paid,2.99,Everyone 10+,Action,2014-09-10,4.0 and up
Multicraft Miner Exploration,4.0,14563,74.0,1000000,Free,0.0,Everyone 10+,Adventure,2017-12-22,4.1 and up
Alex & Co Quiz,4.286326344576117,9,4.9,1000,Free,0.0,Everyone,Trivia,2018-04-15,4.1 and up
Them Bombs: co-op board game play with 2-4 friends,4.7,8038,52.0,100000,Free,0.0,Teen,Board,2018-07-12,4.1 and up
Chinese Chess ( Xiangqi Free ),4.6,963,4.1,50000,Free,0.0,Everyone,Board,2017-04-18,2.3 and up
Chinese Chess / Co Tuong,4.2,6947,20.0,500000,Free,0.0,Everyone,Board,2017-10-25,2.3 and up
Call of Mini™ Zombies 2,4.4,248417,17.0,5000000,Free,0.0,Teen,Arcade,2015-02-10,2.3.3 and up
"Chinese Chess 3D Online (Xiangqi, 象棋, co tuong)",3.5,23,37.0,1000,Paid,0.99,Everyone,Board,2017-12-27,4.1 and up
2-Player Co-op Zombie Shoot,4.2,33,13.0,1000,Free,0.0,Teen,Action,2018-07-01,2.3 and up
IV Go（get IV for Pokemon）,4.6,132282,20.0,1000000,Free,0.0,Everyone,Adventure,2018-07-31,4.1 and up
CP Trivia,5.0,5,12.0,100,Free,0.0,Everyone,Trivia,2018-08-06,5.0 and up
CQ: Lost In Transmission,4.2,4,61.0,10,Free,0.0,Everyone,Action,2018-05-13,4.4 and up
Palavras la cq,3.9,783,3.4,100000,Free,0.0,Everyone,Trivia,2014-10-18,2.3.3 and up
Gunship Modern Combat 3D,4.2,3247,26.0,500000,Free,0.0,Teen,Action,2017-07-25,2.3 and up
Sniper Killer Shooter,4.0,119368,19.0,10000000,Free,0.0,Teen,Action,2017-02-21,2.3 and up
Snowboard Racing Free Fun Game,3.8,4552,43.0,100000,Free,0.0,Everyone,Racing,2016-10-26,2.3.3 and up
Toughest Game Ever 2,4.6,293086,,5000000,Free,0.0,Everyone,Action,2015-10-22,4.0.3 and up
RIDE ZERO,4.6,8778,36.0,100000,Free,0.0,Teen,Music,2018-01-02,4.3 and up
Critical Strike CS: Counter Terrorist Online FPS,4.3,22773,,1000000,Free,0.0,Mature 17+,Action,2018-08-03,4.1 and up
Assault Line CS Online Fps Go,4.1,52163,70.0,1000000,Free,0.0,Mature 17+,Action,2016-07-13,2.3 and up
Standoff 2,4.5,299046,47.0,10000000,Free,0.0,Mature 17+,Action,2018-07-12,4.1 and up
Counter Online FPS Game,4.2,41089,42.0,5000000,Free,0.0,Teen,Action,2018-07-25,4.1 and up
Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,4.1,1019,39.0,100000,Free,0.0,Teen,Action,2018-07-23,4.1 and up
Ultimate Quiz for CS:GO - Skins | Cases | Players,4.5,2526,22.0,100000,Free,0.0,Everyone,Trivia,2018-02-14,4.1 and up
Аim Training for CS,3.6,2328,12.0,100000,Free,0.0,Everyone,Action,2014-10-25,2.3 and up
Sniper Traning for CS GO,3.2,655,14.0,50000,Free,0.0,Teen,Action,2016-05-18,4.0 and up
Your rank CS:GO,4.1,4946,7.5,100000,Free,0.0,Teen,Trivia,2017-07-16,4.0.3 and up
Mobile CS:GO,3.1,1015,0.6279296875,100000,Free,0.0,Everyone,Action,2015-11-11,2.3.3 and up
Counter Terrorist Gun Strike CS: Special Forces,4.2,211,44.0,10000,Free,0.0,Teen,Action,2017-08-18,2.3 and up
Shooter Sniper CS - FPS Games,3.5,14823,40.0,1000000,Free,0.0,Teen,Action,2017-02-15,2.3 and up
CS16Client,4.3,8668,9.1,500000,Free,0.0,Teen,Action,2017-04-01,1.5 and up
Counter Attack - Multiplayer FPS,4.3,112565,32.0,1000000,Free,0.0,Teen,Action,2018-07-21,4.4 and up
What's Your CS:GO rank?,2.3,278,2.4,10000,Free,0.0,Teen,Trivia,2017-02-11,2.3 and up
Map Callouts for CS:GO,4.3,211,3.6,50000,Free,0.0,Everyone,Action,2018-01-26,4.0.3 and up
Quiz CS:GO players,4.4,460,31.0,50000,Free,0.0,Everyone,Trivia,2018-06-23,4.0.3 and up
Puzzle for CS:GO,4.3,247,18.0,10000,Free,0.0,Everyone,Word,2016-09-16,4.0.3 and up
CT-REMOTE,3.3,19,1.6,100,Paid,4.49,Everyone,Action,2015-02-10,2.3 and up
CT-ART 4.0 (Chess Tactics 1200-2400 ELO),4.8,8191,,100000,Free,0.0,Everyone,Board,2018-05-22,4.1 and up
Moto Rider,4.2,115176,24.0,10000000,Free,0.0,Teen,Racing,2018-06-15,4.0 and up
Shadow Fight 2,4.6,10981850,88.0,100000000,Free,0.0,Everyone 10+,Action,2018-07-02,3.0 and up
Crazy Wheels,4.0,121082,7.0,10000000,Free,0.0,Teen,Adventure,2018-01-17,2.1 and up
Cartoon Wars: Blade,4.4,165656,38.0,5000000,Free,0.0,Teen,Arcade,2018-02-07,2.3 and up
Racing CX,4.286326344576117,4,20.0,500,Free,0.0,Everyone,Racing,2017-06-06,2.2 and up
Freecell CY,4.0,387,1.1,50000,Free,0.0,Everyone,Card,2011-04-16,1.6 and up
Cytus II,4.7,16851,81.0,100000,Paid,1.99,Everyone 10+,Music,2018-08-03,4.4 and up
Cytus,4.7,541732,20.0,5000000,Free,0.0,Everyone,Music,2018-02-09,2.3 and up
Shadowverse CCG,4.2,47340,61.0,1000000,Free,0.0,Teen,Card,2018-07-30,4.1 and up
SuperBikers 2,3.9,6200,,500000,Free,0.0,Everyone 10+,Racing,2018-07-06,Varies with device
Dan the Man: Action Platformer,4.8,528550,73.0,10000000,Free,0.0,Teen,Arcade,2018-07-26,4.1 and up
Geometry Dash SubZero,4.6,260527,49.0,10000000,Free,0.0,Everyone,Arcade,2017-12-21,4.0 and up
Metal Soldiers 2,4.4,153649,,10000000,Free,0.0,Teen,Action,2018-06-18,4.1 and up
Quiz TRUE or FALSE,4.6,2464,34.0,50000,Free,0.0,Everyone,Trivia,2018-02-13,4.1 and up
Run Sausage Run!,4.4,276105,,10000000,Free,0.0,Everyone 10+,Arcade,2018-08-01,4.1 and up
Knife Hit,4.5,462614,60.0,10000000,Free,0.0,Everyone,Arcade,2018-05-22,4.0.3 and up
The Visitor,4.1,39895,25.0,5000000,Free,0.0,Mature 17+,Adventure,2018-01-02,4.1 and up
Just Dance Now,4.2,794058,56.0,10000000,Free,0.0,Everyone,Music,2018-06-12,4.4 and up
DRAGON BALL LEGENDS,4.6,338742,48.0,5000000,Free,0.0,Teen,Action,2018-08-03,6.0 and up
DB Ultra Saiyan Battle,4.5,33,44.0,1000,Free,0.0,Everyone 10+,Action,2018-07-25,2.3 and up
Injustice 2,4.3,504765,36.0,5000000,Free,0.0,Teen,Action,2018-07-30,4.4 and up
Injustice: Gods Among Us,4.4,2440877,32.0,10000000,Free,0.0,Teen,Action,2018-06-14,4.0 and up
Ultimate DC Challenge,4.5,937,35.0,10000,Free,0.0,Everyone,Trivia,2017-10-19,4.0.3 and up
Justice League Action Run,4.3,22333,9.7,1000000,Free,0.0,Everyone 10+,Action,2018-08-07,4.3 and up
Quiz DC,1.4,33,3.1,1000,Free,0.0,Everyone,Trivia,2017-12-25,4.1 and up
MARVEL Contest of Champions,4.3,2468915,92.0,50000000,Free,0.0,Teen,Action,2018-07-30,4.0.3 and up
MARVEL Avengers Academy,4.2,304106,,10000000,Free,0.0,Teen,Adventure,2018-08-06,4.0.3 and up
DC Universe Quiz,4.3,11,23.0,500,Free,0.0,Everyone,Trivia,2018-05-22,4.0.3 and up
Power Rangers: Legacy Wars,4.3,264755,91.0,10000000,Free,0.0,Teen,Action,2018-07-17,4.0 and up
WDAMAGE: Car Crash Engine,3.8,47386,96.0,1000000,Free,0.0,Everyone,Racing,2018-06-06,4.2 and up
Word Search multilingual,4.2,32849,1.5,1000000,Free,0.0,Everyone,Word,2015-09-30,2.3 and up
Piano Free - Keyboard with Magic Tiles Music Games,4.5,785622,,50000000,Free,0.0,Everyone,Music,2018-06-29,4.1 and up
Racing in Car 2,4.3,234589,38.0,50000000,Free,0.0,Everyone,Racing,2016-11-22,2.3.3 and up
Bike Racing 3D,4.2,951435,14.0,50000000,Free,0.0,Everyone,Racing,2018-01-17,2.1 and up
Truck Driver Cargo,4.1,257531,44.0,10000000,Free,0.0,Everyone 10+,Racing,2018-01-18,4.1 and up
Checkers,4.5,375996,3.3,10000000,Free,0.0,Everyone,Board,2018-08-06,4.1 and up
Scratch Logo Quiz. Challenging brain puzzle,3.3,152102,18.0,10000000,Free,0.0,Teen,Trivia,2018-06-30,4.1 and up
DF Squid,4.286326344576117,1,14.0,100,Free,0.0,Everyone,Board,2013-12-12,2.3 and up
DG Mobile,4.3,59,1.4,1000,Free,0.0,Everyone,Board,2017-04-08,2.3 and up
Destroy Gunners Σ,4.4,10786,21.0,1000000,Free,0.0,Everyone,Arcade,2017-01-14,4.0.3 and up
DH Texas Poker - Texas Hold'em,4.4,562345,,10000000,Free,0.0,Teen,Casino,2018-07-23,Varies with device
DEER HUNTER CLASSIC,4.4,3941129,77.0,50000000,Free,0.0,Teen,Action,2018-07-16,3.0 and up
DEER HUNTER RELOADED,4.3,314774,43.0,5000000,Free,0.0,Teen,Action,2013-09-16,2.1 and up
DH Pineapple Poker OFC,4.2,1878,20.0,100000,Free,0.0,Teen,Casino,2017-11-09,3.0 and up
Call of Mini™ Dino Hunter,4.2,326042,10.0,10000000,Free,0.0,Teen,Action,2014-06-06,3.0 and up
Bike Mayhem Free,4.3,331692,,10000000,Free,0.0,Everyone,Racing,2018-03-27,4.0.3 and up
Car Crash III Beam DH Real Damage Simulator 2018,3.6,151,100.0,10000,Free,0.0,Everyone,Racing,2018-05-20,4.1 and up
DEER HUNTER CHALLENGE,3.7,38767,4.1,5000000,Free,0.0,Everyone 10+,Action,2011-04-11,2.0 and up
Defender,4.6,152395,14.0,10000000,Free,0.0,Everyone 10+,Action,2016-07-22,2.3 and up
Texas HoldEm Poker Deluxe,4.5,396090,26.0,10000000,Free,0.0,Teen,Casino,2018-05-30,4.0.3 and up
Deck Heroes: Legacy,4.7,466495,52.0,10000000,Free,0.0,Teen,Card,2018-07-16,2.3.3 and up
Shred! Downhill Mountainbiking,3.9,41683,63.0,1000000,Free,0.0,Everyone,Arcade,2017-02-02,2.3 and up
Archery Physics Objects Destruction Apple shooter,4.5,6026,39.0,100000,Free,0.0,Teen,Action,2018-07-07,4.1 and up
Fancy Pants Adventures,4.7,55952,61.0,1000000,Free,0.0,Everyone 10+,Arcade,2017-07-13,4.1 and up
Lep's World 3 🍀🍀🍀,4.3,771001,52.0,50000000,Free,0.0,Everyone 10+,Action,2018-06-11,4.1 and up
Robbery Bob,4.5,617732,44.0,10000000,Free,0.0,Everyone 10+,Action,2018-07-29,4.1 and up
Nyan Cat: Lost In Space,4.5,371318,90.0,10000000,Free,0.0,Everyone 10+,Arcade,2018-06-08,4.1 and up
DK Quiz,4.4,1628,34.0,50000,Free,0.0,Everyone,Trivia,2014-04-10,2.3 and up
Super DK vs Kong Brother Advanced Free Classic,3.8,66,38.0,10000,Free,0.0,Everyone,Arcade,2018-07-17,4.1 and up
DM EVOLUTION,2.5,450,97.0,10000,Free,0.0,Everyone,Card,2018-07-23,4.1 and up
DM Adventure,4.286326344576117,0,11.0,10,Free,0.0,Everyone,Adventure,2018-06-18,2.3 and up
Destiny Ninja Shall we date otome games love story,4.4,13079,30.0,500000,Free,0.0,Everyone 10+,Adventure,2018-04-20,4.0 and up
Free Poker Games : Downtown Casino - Texas Holdem,4.5,2032,50.0,50000,Free,0.0,Teen,Card,2018-06-05,4.1 and up
NARUTO X BORUTO NINJA VOLTAGE,4.4,267395,71.0,5000000,Free,0.0,Everyone 10+,Action,2018-07-19,4.4 and up
Does not Commute,4.0,154108,78.0,5000000,Free,0.0,Everyone,Racing,2015-10-13,2.3 and up
Kung Fu Do Fighting,4.0,271214,,10000000,Free,0.0,Teen,Arcade,2018-07-25,Varies with device
How well do you know me?,3.9,1290,6.4,100000,Free,0.0,Everyone,Word,2018-07-26,4.1 and up
Dude Perfect 2,4.5,401648,70.0,10000000,Free,0.0,Everyone,Action,2017-04-12,4.0.3 and up
Endless Ducker,4.5,8193,41.0,500000,Free,0.0,Everyone,Arcade,2016-09-16,4.0.3 and up
that's lit,4.7,1115,39.0,100000,Free,0.0,Everyone,Arcade,2017-07-07,4.3 and up
Dash Quest Heroes,4.3,8432,59.0,500000,Free,0.0,Everyone 10+,Adventure,2018-07-16,4.1 and up
Jungle book-The Great Escape,3.9,2362,25.0,100000,Free,0.0,Everyone,Action,2013-07-17,2.3 and up
Bunny Skater,4.2,139432,4.7,10000000,Free,0.0,Everyone,Adventure,2013-11-20,2.1 and up
The Walking Zombie: Dead City,4.6,58575,96.0,1000000,Free,0.0,Teen,Action,2018-02-21,4.1 and up
Dr. Parking 4,4.4,475369,13.0,50000000,Free,0.0,Everyone,Racing,2018-03-06,4.0.3 and up
Dr. Driving 2,4.6,358633,19.0,10000000,Free,0.0,Everyone,Racing,2018-05-03,4.0.3 and up
Dr. Parker : Parking Simulator,4.5,14253,81.0,1000000,Free,0.0,Everyone,Racing,2018-01-18,4.0 and up
Dr. Parker : Real car parking simulation,4.6,15829,95.0,1000000,Free,0.0,Everyone,Racing,2018-07-24,4.0 and up
Dr. Rocket,4.0,42182,3.4,1000000,Free,0.0,Everyone,Arcade,2018-01-06,4.1 and up
Dr. Dominoes,4.0,2700,5.7,500000,Free,0.0,Everyone,Board,2018-01-03,4.1 and up
Dr. Gomoku,3.9,85317,4.5,5000000,Free,0.0,Everyone,Board,2018-01-15,4.0.3 and up
Dr. Chess,4.1,97209,6.7,1000000,Free,0.0,Everyone,Board,2018-01-14,4.0.3 and up
Dr Dre - Beatmaker,4.3,146,6.0,10000,Free,0.0,Mature 17+,Music,2018-02-28,4.0 and up
Dr. Splorchy Presents Space Heroes,4.6,18,31.0,100,Paid,4.99,Mature 17+,Adventure,2018-07-23,7.0 and up
Dr Driving Racer,4.3,183,68.0,10000,Free,0.0,Everyone,Racing,2018-06-14,4.1 and up
Dr. Shogi,3.3,19291,5.1,1000000,Free,0.0,Everyone,Board,2018-01-02,4.1 and up
DraStic DS Emulator,4.6,87766,12.0,1000000,Paid,4.99,Everyone,Action,2016-07-19,2.3 and up
NDS Emulator - For Android 6,4.1,14002,19.0,1000000,Free,0.0,Everyone,Arcade,2018-07-26,4.0.3 and up
Free DS Emulator,4.1,22896,19.0,1000000,Free,0.0,Everyone,Arcade,2018-07-26,4.0.3 and up
nds4droid,3.4,107778,8.8,10000000,Free,0.0,Everyone,Arcade,2016-02-12,2.3.3 and up
MegaNDS (NDS Emulator),3.4,2218,11.0,500000,Free,0.0,Everyone,Arcade,2017-10-18,4.0 and up
EmuBox - Fast Retro Emulator,3.9,1576,43.0,50000,Free,0.0,Everyone,Arcade,2018-08-05,4.1 and up
Simple x3DS Emulator - BETA,4.286326344576117,0,,50000,Free,0.0,Everyone,Arcade,2018-06-13,Varies with device
DS Tower Defence,3.2,768,1.4,100000,Free,0.0,Everyone,Arcade,2013-06-05,1.5 and up
RetroArch,3.8,21423,84.0,1000000,Free,0.0,Everyone,Action,2018-05-04,2.3 and up
Riptide GP: Renegade,4.7,4328,,100000,Paid,2.99,Everyone 10+,Racing,2018-06-01,4.1 and up
Wheelie Challenge,4.6,137338,51.0,5000000,Free,0.0,Everyone,Racing,2018-07-13,4.1 and up
Dirt Trackin Sprint Cars,3.8,499,47.0,10000,Paid,3.99,Everyone,Racing,2018-05-10,5.0 and up
Sword of Chaos - Lame du Chaos,4.5,23599,96.0,100000,Free,0.0,Teen,Action,2018-06-01,4.0 and up
Hotel Insanity,4.2,3816,31.0,100000,Free,0.0,Teen,Arcade,2016-07-07,3.0 and up
Retro City Rampage DX,4.7,416,16.0,10000,Paid,2.99,Teen,Action,2017-01-12,4.0 and up
Shoot! DX - lights for FREE,4.286326344576117,4,,100,Free,0.0,Everyone,Action,2018-06-23,Varies with device
Santa's Monster Shootout DX,5.0,4,33.0,50,Paid,1.99,Teen,Action,2013-08-15,2.2 and up
American Sniper City Fight Shooting Assassin,4.1,395,54.0,50000,Free,0.0,Teen,Action,2017-11-24,2.3 and up
Street Skater 3D,3.6,120852,21.0,10000000,Free,0.0,Teen,Action,2017-10-24,4.0.3 and up
DZ-JOKER,4.286326344576117,6,18.0,100,Free,0.0,Everyone,Arcade,2017-05-04,2.3 and up
Super ball DZ,4.286326344576117,24,32.0,1000,Free,0.0,Teen,Action,2017-09-21,4.1 and up
Ludo Dz,4.5,17,28.0,500,Free,0.0,Everyone,Board,2017-08-27,4.1 and up
Need for Speed™ No Limits,4.4,3344300,22.0,50000000,Free,0.0,Everyone 10+,Racing,2018-07-24,4.1 and up
Lost Journey (Dreamsky),4.5,32344,29.0,1000000,Paid,0.99,Everyone,Adventure,2016-10-21,3.0 and up
Peggle Blast,4.1,166251,19.0,5000000,Free,0.0,Everyone,Card,2017-12-11,4.0.3 and up
Heroes of Dragon Age,4.2,70389,28.0,1000000,Free,0.0,Teen,Action,2018-05-09,2.3.3 and up
SCRABBLE,3.9,172281,50.0,5000000,Free,0.0,Everyone,Word,2018-08-01,4.1 and up
Asphalt Xtreme: Rally Racing,4.5,567984,39.0,10000000,Free,0.0,Everyone,Racing,2018-07-16,4.0.3 and up
